Author	Species	Plant_taxonomy	Plant_type	Longitude	Latitude	Elevation	Measurement_year	Vcmax_reported	Jmax_reported 	Vcmax_25C	Jmax_25C	Leaf_N 	Leaf_P	SLA	Needle_age	Treatment_CO2	Treatment_N	Treatment_P	Treatment_light	Treatment_other	Treatment_other_levels	Measurement_temperature	Photosynthetic_reference	Kinetic_reference	Km	Kc	Ko	Tau	Gamma_star	Wj_reference	J_reference	J_flag	Irradiance	Alpha	Theta	O2_reported	Notes
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	62.29	188.58	60.81	137.18	2.7	-9999.99	0.004	1	not applicable	not applicable	not applicable	upper	tree age	13	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	55.67	148.29	54.35	109.6	2.93	-9999.99	0.004	1	not applicable	not applicable	not applicable	lower	tree age	26	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	46	-9999.99	41.87	-9999.99	2.9	-9999.99	0.004	2	not applicable	not applicable	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	55.5	-9999.99	50.52	-9999.99	3	-9999.99	0.004	<1	not applicable	not applicable	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	62.3	-9999.99	56.71	-9999.99	3.2	-9999.99	0.004	1	not applicable	not applicable	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	52.66	129.82	51.41	97.01	2.26	-9999.99	0.005	<1	not applicable	not applicable	not applicable	lower	tree age	26	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	47.84	120.36	46.7	90.53	3.12	-9999.99	0.005	1	not applicable	not applicable	not applicable	lower	tree age	52	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	61.51	168.37	60.05	123.29	2.02	-9999.99	0.005	<1	not applicable	not applicable	not applicable	upper	tree age	13	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	31.8	-9999.99	28.95	-9999.99	2.3	-9999.99	0.005	3	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	34.9	-9999.99	31.77	-9999.99	2.1	-9999.99	0.005	5	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	35.2	-9999.99	32.04	-9999.99	2.4	-9999.99	0.005	2	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	56.3	-9999.99	51.25	-9999.99	2.4	-9999.99	0.005	1	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	38.57	99.12	37.66	75.86	0.51	-9999.99	0.005	1	not applicable	not applicable	not applicable	lower	tree age	82	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	51.84	120.8	50.61	90.83	2.98	-9999.99	0.006	<1	not applicable	not applicable	not applicable	lower	tree age	52	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	48.9	123.47	47.74	92.66	1.44	-9999.99	0.006	1	not applicable	not applicable	not applicable	lower	tree age	13	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	35.6	94.1	34.71	92.39	1.79	0.11	0.006	2	not applicable	not applicable	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	37.9	78.2	36.95	76.8	1.97	0.12	0.006	2	not applicable	not applicable	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	49.3	119.7	48.06	117.84	2.27	0.14	0.006	1	not applicable	not applicable	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	59.8	122.5	58.3	120.67	2	0.12	0.006	1	not applicable	not applicable	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Han et al 2008	Pinus densiflora	G	E	138.8	35.45	1030	2002/2003	48.5	-9999.99	44.15	-9999.99	1.9	-9999.99	0.006	<1	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	0.24	-9999.99	-9999.99	
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	49.2	106.73	48.03	81.14	2.92	-9999.99	0.006	<1	not applicable	not applicable	not applicable	lower	tree age	82	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	37.8	97.8	36.85	96.04	1.53	0.1	0.007	2	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Bauer et al 2001	Picea rubens	G	E	-71.03	42.21	40	1997	53.16	87.99	53.13	77.1	0.84	-9999.99	0.007	<1	ele	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Bauer et al 2001	Picea rubens	G	E	-71.03	42.21	40	1997	66.71	106.67	66.67	93.33	1.27	-9999.99	0.007	<1	amb	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Bauer et al 2001	Pinus strobus	G	E	-71.03	42.21	40	1997	66.86	120.49	66.82	105.3	1.28	-9999.99	0.007	<1	ele	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Bauer et al 2001	Pinus strobus 	G	E	-71.03	42.21	40	1997	121.28	207.03	121.21	178.94	1.32	-9999.99	0.007	<1	amb	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	81.65	117.78	39.96	80.98	1.78	-9999.99	0.007	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Merilo et al 2009	Picea abies	G	E 	27.27	58.25	40	2005	44.04	104.65	43	79.7	1.47	-9999.99	0.007	<1	not applicable	not applicable	not applicable	lower	tree age	13	25	not applicable	Mcmurtrie and Wang 1993	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	Von Caemmerer and Farquhar 1981	Von Caemmerer and Farquhar 1981	no	1000	-9999.99	-9999.99	-9999.99	
Porte & Loustau 1998	Pinus pinaster	G	E	-0.46	44.42	60	1995	50.1	98.9	48.84	97.12	1.48	0.09	0.008	1	not applicable	not applicable	not applicable	lower	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar and Wong 1984	no	1400	0.14	0.95	20	
Manter et al 2005	Pseudotsuga menziezii	A	E	-122.4	45.31	75	2002	23.77	-9999.99	23.15	-9999.99	0.84	0.41	0.008	<1	not applicable	1	not applicable	not applicable	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	not applicable	no	1500	-9999.99	-9999.99	21	
Manter et al 2005	Pseudotsuga menziezii	A	E	-122.4	45.31	75	2002	30.6	-9999.99	29.8	-9999.99	1	0.48	0.008	<1	not applicable	2	not applicable	not applicable	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	not applicable	no	1500	-9999.99	-9999.99	21	
Manter et al 2005	Pseudotsuga menziezii	A	E	-122.4	45.31	75	2002	35.62	-9999.99	34.69	-9999.99	1.19	0.54	0.008	<1	not applicable	3	not applicable	not applicable	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	not applicable	no	1500	-9999.99	-9999.99	21	
Manter et al 2005	Pseudotsuga menziezii	A	E	-122.4	45.31	75	2002	46.44	-9999.99	45.22	-9999.99	1.57	0.38	0.008	<1	not applicable	4	not applicable	not applicable	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	not applicable	no	1500	-9999.99	-9999.99	21	
Manter et al 2005	Pseudotsuga menziezii	A	E	-122.4	45.31	75	2002	51.11	-9999.99	49.77	-9999.99	2.16	0.19	0.008	<1	not applicable	5	not applicable	not applicable	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	not applicable	no	1500	-9999.99	-9999.99	21	
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1998	84.21	103.73	41.22	71.36	2.25	-9999.99	0.008	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	78.65	117.88	38.5	81.05	2.41	-9999.99	0.008	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	123.6	170.96	60.49	117.24	2.02	-9999.99	0.008	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	77.44	127	37.9	87.29	1.84	-9999.99	0.008	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	113.11	134.63	55.36	92.5	1.84	-9999.99	0.008	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1998	105.62	152.87	51.69	104.94	1.61	-9999.99	0.009	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	63.16	107.73	30.91	74.1	2.37	-9999.99	0.009	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	78.65	129.97	38.5	89.32	2.08	-9999.99	0.009	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	83.15	134.73	40.7	92.57	2.29	-9999.99	0.009	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	90.23	145.8	44.16	100.12	2.25	-9999.99	0.009	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	141.35	206.02	69.19	140.97	2.41	-9999.99	0.009	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	148.31	173.99	72.59	119.3	1.97	-9999.99	0.009	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	108.27	138.32	52.99	95.02	1.88	-9999.99	0.009	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	25.05	50.95	30.29	41.25	1.25	-9999.99	0.01	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1998	126.32	180.55	61.83	123.75	2.05	-9999.99	0.01	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	148.12	170.3	72.5	116.79	2.1	-9999.99	0.01	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	89.14	129.35	43.63	88.9	1.74	-9999.99	0.01	not applicable	ele	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	2000	95.49	140.44	46.74	96.46	1.81	-9999.99	0.01	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Merilo et al 2006	Picea abies (clone 91)	G	E	26.55	58.42	65	2000	56.68	-9999.99	118.49	-9999.99	2.28	-9999.99	0.011	not applicable	not applicable	unfertilised	unfertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	55.18	105.2	66.72	78.55	2.27	-9999.99	0.011	<1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Sholtis et al 2004	Liquidambar styraciflua	A	D	-84.2	35.54	280	1999	72.18	114.29	35.33	78.59	1.82	-9999.99	0.011	not applicable	amb	not applicable	not applicable	not applicable	not applicable	not applicable	31.5	not applicable	Bauer et al 2001	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1800	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 36 (not individually specified)
Merilo et al 2006	Picea abies (clone 21)	A	E	26.55	58.42	65	2000	37.81	-9999.99	79.04	-9999.99	1.71	-9999.99	0.012	not applicable	not applicable	unfertilised	unfertilised	shade	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 21)	A	E	26.55	58.42	65	2000	48.98	-9999.99	102.39	-9999.99	1.95	-9999.99	0.012	not applicable	not applicable	unfertilised	unfertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 91)	G	E	26.55	58.42	65	2000	56	-9999.99	117.06	-9999.99	2.15	-9999.99	0.012	not applicable	not applicable	fertilised	fertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Pulsatilla sulphurea	A	F	11.01	46.01	1540	1993/1996	24.2	96.8	34.47	93.06	2.05	-9999.99	0.012	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Nardus stricta	A	G	11.01	46.01	1540	1993/1996	37.38	97	43.72	110.8	1.74	-9999.99	0.012	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	26.23	56.47	31.72	45.28	1.31	-9999.99	0.012	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Aranda et al 2005	Quercus suber 	A	E	-3.43	39.23	650	not reported	50.54	136.7	73.69	137.28	1.86	-9999.99	0.012	not applicable	not applicable	not applicable	not applicable	high	water	sufficient	23.4	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	78.7	136	76.24	88.14	2.73	-9999.99	0.012	not applicable	amb	fertilised	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	84.9	168.8	82.25	106.4	2.74	-9999.99	0.012	not applicable	ele	fertilised	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	17.8	65.2	62.45	111.33	2	-9999.99	0.013	not applicable	ele	low	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 83)	G	E	26.55	58.42	65	2000	61.11	-9999.99	127.75	-9999.99	1.94	-9999.99	0.013	not applicable	not applicable	unfertilised	unfertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	45.5	95.4	113.63	131.48	1.7	-9999.99	0.013	not applicable	ele	low	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	56.8	124.8	141.86	170.5	2.6	-9999.99	0.013	not applicable	ele	high	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Vaccinium uliginosum	A	D	11.01	46.01	1900	1997	38.75	82.24	40.99	98.25	1.74	-9999.99	0.013	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	29.75	65.34	35.97	51.63	1.75	-9999.99	0.013	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
